Noindexed_pages,2586023
All_stub_articles,2243344
WikiProject_Biography_articles,1650535
Articles_with_short_description,1516225
Redirects_from_moves,1489008
Unprintworthy_redirects,1412217
Coordinates_on_Wikidata,1048235
Biography_articles_of_living_people,970853
Stub-Class_biography_articles,939454
Living_people,938708
